activation,batch_size,best_acc,best_loss,best_train_acc,best_train_loss,filter1,kernelsize_1,filter2,kernelsize_2,filter3,kernelsize_3,hidden_1,hidden_2,learning_rate,momentum,optimizer,p_reduct,step_1_test_acc,step_1_test_loss,step_2_test_acc,step_2_test_loss,step_3_test_acc,step_3_test_loss,step_4_test_acc,step_4_test_loss,step_5_test_acc,step_5_test_loss,step_6_test_acc,step_6_test_loss,step_7_test_acc,step_7_test_loss,step_8_test_acc,step_8_test_loss,step_9_test_acc,step_9_test_loss,step_10_test_acc,step_10_test_loss,step_11_test_acc,step_11_test_loss,step_12_test_acc,step_12_test_loss,step_13_test_acc,step_13_test_loss,step_14_test_acc,step_14_test_loss,step_15_test_acc,step_15_test_loss,step_16_test_acc,step_16_test_loss,step_17_test_acc,step_17_test_loss,step_18_test_acc,step_18_test_loss,step_19_test_acc,step_19_test_loss,step_20_test_acc,step_20_test_loss,step_21_test_acc,step_21_test_loss,step_22_test_acc,step_22_test_loss,step_23_test_acc,step_23_test_loss,step_24_test_acc,step_24_test_loss,step_25_test_acc,step_25_test_loss,step_26_test_acc,step_26_test_loss,step_27_test_acc,step_27_test_loss,step_28_test_acc,step_28_test_loss,step_29_test_acc,step_29_test_loss,step_30_test_acc,step_30_test_loss,step_31_test_acc,step_31_test_loss,step_32_test_acc,step_32_test_loss,step_33_test_acc,step_33_test_loss,step_34_test_acc,step_34_test_loss,step_35_test_acc,step_35_test_loss,step_36_test_acc,step_36_test_loss,step_37_test_acc,step_37_test_loss,step_38_test_acc,step_38_test_loss,step_39_test_acc,step_39_test_loss,step_40_test_acc,step_40_test_loss,step_41_test_acc,step_41_test_loss,step_42_test_acc,step_42_test_loss,step_43_test_acc,step_43_test_loss,step_44_test_acc,step_44_test_loss,step_45_test_acc,step_45_test_loss,step_46_test_acc,step_46_test_loss,step_47_test_acc,step_47_test_loss,step_48_test_acc,step_48_test_loss,step_49_test_acc,step_49_test_loss,step_50_test_acc,step_50_test_loss
relu,64,0.7946,0.5930371,0.733279367,0.755502927,96,4,128,5,96,5,100,125,0.003,0.9,adam,0,0.4077,1.637044,0.5428,1.2635806,0.5539,1.2645359,0.5684,1.2039732,0.6394,1.0156319,0.6852,0.8911009,0.6367,1.030692,0.6545,0.9875756,0.657,0.9641127,0.7081,0.8442287,0.7353,0.7649998,0.7401,0.7483202,0.5976,1.3796314,0.711,0.86214226,0.6282,1.1078181,0.7319,0.7895407,0.7415,0.75758934,0.6909,0.9058199,0.7536,0.71967167,0.7267,0.8238778,0.7438,0.7415085,0.7504,0.73418695,0.7467,0.7506397,0.7426,0.7752993,0.7862,0.62308997,0.7914,0.60800517,0.7636,0.679875,0.7551,0.72429484,0.7479,0.75340676,0.7673,0.6796164,0.7362,0.79801774,0.7742,0.6518703,0.7635,0.694404,0.785,0.62374717,0.7863,0.62517905,0.7817,0.64318967,0.7566,0.7218154,0.7946,0.5930371,0.7797,0.6510138,0.7756,0.6673697,0.7609,0.6980891,0.723,0.88356876,0.7842,0.6313356,0.7793,0.66765016,0.7887,0.62685037,0.7949,0.5956887,0.7739,0.6712009,0.7799,0.6333428,0.8009,0.5979764,0.7954,0.6136708
relu,64,0.7793,0.64390564,0.707472544,0.823673978,96,5,64,3,96,4,125,125,0.002,0.99,adam,0,0.4464,1.5256557,0.5313,1.3026168,0.465,1.5725408,0.5338,1.3047214,0.6394,1.0104761,0.5947,1.160491,0.6248,1.0653664,0.6359,1.0270293,0.5484,1.3581421,0.6222,1.094052,0.6845,0.8918693,0.6948,0.8650417,0.6807,0.9251799,0.6779,0.9434648,0.6333,1.1020303,0.694,0.88381094,0.6759,0.94335234,0.7429,0.74627656,0.7304,0.7676606,0.7421,0.7414993,0.7072,0.839375,0.746,0.72543323,0.7232,0.79206383,0.7047,0.8773124,0.7477,0.7322521,0.7569,0.7031872,0.7375,0.77564776,0.7484,0.7316218,0.7447,0.730529,0.6748,0.9568462,0.7721,0.65426403,0.7691,0.6689304,0.6955,0.8938932,0.7611,0.6937238,0.7452,0.7433416,0.7597,0.68124557,0.7126,0.8528953,0.7418,0.7544173,0.7642,0.6843051,0.7602,0.68576306,0.7375,0.7538776,0.7793,0.64390564,0.6914,0.9352667,0.7406,0.75706553,0.7623,0.70037675,0.7715,0.6698876,0.7514,0.72631323,0.7612,0.6822485,0.7448,0.7247848,0.7644,0.68320537
relu,64,0.7924,0.59971327,0.723629529,0.777425151,96,4,64,3,128,4,100,125,0.002,0.99,adam,0,0.4276,1.5531777,0.5035,1.3984978,0.5924,1.1326226,0.5718,1.20837,0.5574,1.2636703,0.6478,0.9930207,0.6268,1.089397,0.7097,0.8321146,0.6861,0.8882804,0.7024,0.8679776,0.6508,1.0117946,0.7059,0.8248173,0.6398,1.057444,0.6807,0.9048589,0.7073,0.8342205,0.7277,0.7709839,0.6737,0.95454705,0.6813,0.92401385,0.6677,0.9709512,0.6734,0.94169414,0.7384,0.748087,0.6674,0.9742236,0.7383,0.7541646,0.686,0.89870876,0.7458,0.71905214,0.7208,0.8236572,0.7493,0.7252895,0.7039,0.8682199,0.7497,0.72002375,0.7677,0.6674616,0.7765,0.6605183,0.757,0.69148767,0.7552,0.7013889,0.7414,0.72880536,0.7588,0.70285374,0.7784,0.6462418,0.7383,0.7516262,0.7495,0.7307268,0.6944,0.8880609,0.7489,0.7387171,0.6984,0.90242815,0.7611,0.69433594,0.7258,0.8145626,0.7826,0.630939,0.7774,0.64584434,0.7601,0.69858044,0.7894,0.60640574,0.7744,0.65381736,0.7924,0.59971327,0.7726,0.6591947
relu,32,0.8032,0.5769751,0.74383031,0.727291374,64,4,128,3,96,5,125,100,0.001,0.9,adam,0,0.4416,1.6113377,0.5503,1.27875,0.5865,1.168916,0.6419,1.0012434,0.6108,1.0916913,0.6108,1.0976447,0.6607,0.96769875,0.6967,0.8623559,0.6704,0.9447372,0.7152,0.80065227,0.7377,0.7596912,0.6127,1.1204915,0.6849,0.9092409,0.7033,0.832567,0.6947,0.89728457,0.6905,0.9039261,0.7319,0.77107805,0.7438,0.72130096,0.7455,0.7417545,0.7526,0.7137784,0.7341,0.76686823,0.7452,0.73402894,0.705,0.8502624,0.7344,0.7610549,0.7468,0.7265596,0.7678,0.66608596,0.7713,0.6643638,0.7626,0.68325835,0.7749,0.6575175,0.7737,0.652385,0.7392,0.76326215,0.7956,0.5912387,0.7751,0.6603013,0.7836,0.62498456,0.7675,0.66453624,0.7915,0.6017042,0.7583,0.6952612,0.7667,0.67665476,0.7568,0.70143086,0.7848,0.6200029,0.7772,0.65631413,0.7759,0.6692517,0.7615,0.6984318,0.7708,0.67893845,0.7762,0.6573847,0.7821,0.6394118,0.7901,0.62390465,0.7941,0.60610074,0.7959,0.6008968,0.8032,0.5769751
relu,32,0.8076,0.55181503,0.756734702,0.685594679,96,4,128,4,96,5,125,125,0.0015,0.95,adam,0,0.3522,1.8110697,0.5936,1.1428764,0.5868,1.1633335,0.6636,0.9515598,0.6317,1.0484061,0.5822,1.1919732,0.5071,1.5217918,0.6941,0.875925,0.6852,0.8802152,0.7573,0.70820683,0.7511,0.710967,0.7458,0.73204714,0.7455,0.7488711,0.7522,0.7222942,0.7459,0.7400711,0.7148,0.8193682,0.7488,0.72359526,0.7575,0.69621855,0.7419,0.7390154,0.742,0.7571714,0.7172,0.8387514,0.7723,0.6517113,0.7473,0.7416345,0.7763,0.6520968,0.7467,0.7293793,0.7902,0.62101567,0.7727,0.6632873,0.7511,0.73343605,0.7645,0.6989553,0.7842,0.62290764,0.7887,0.61627483,0.7771,0.6564543,0.8049,0.5606876,0.7653,0.6941412,0.7816,0.64017475,0.7568,0.71804756,0.8041,0.56800455,0.8035,0.57000995,0.7836,0.6435892,0.7925,0.6084043,0.7977,0.58801097,0.798,0.5817352,0.8069,0.5663851,0.7839,0.64855075,0.7956,0.5830317,0.7998,0.5794324,0.8015,0.5799408,0.8084,0.57017463,0.8076,0.55181503,0.7877,0.6210462
relu,64,0.7961,0.5878184,0.725556576,0.767600565,64,5,96,4,128,4,125,125,0.001,0.95,adam,0,0.4219,1.5895302,0.5058,1.360242,0.5638,1.2295254,0.6226,1.0481918,0.6564,0.9674363,0.6836,0.89078593,0.6958,0.8687623,0.6989,0.8579714,0.6866,0.8780877,0.5999,1.2007744,0.7224,0.7929574,0.7226,0.79534876,0.7106,0.85335857,0.7376,0.739971,0.6763,0.9180136,0.7272,0.79420996,0.7519,0.7064737,0.7104,0.83339024,0.7359,0.7546412,0.7331,0.758975,0.7612,0.6862767,0.7297,0.79747736,0.7464,0.74406266,0.6746,0.9744936,0.7421,0.73716474,0.7286,0.80054426,0.7282,0.79061145,0.7695,0.66677654,0.7146,0.84946483,0.7895,0.61672384,0.7825,0.61918366,0.7854,0.62399834,0.7808,0.64449537,0.7961,0.5878184,0.7782,0.64787525,0.789,0.6040738,0.7243,0.84130234,0.7584,0.73182327,0.7615,0.6987522,0.7691,0.6731662,0.7912,0.6037018,0.7402,0.79308033,0.7909,0.5902641,0.7817,0.6260238,0.7712,0.6660239,0.7895,0.6239808,0.7592,0.7200886,0.7854,0.6268779,0.7857,0.63939387,0.7622,0.7062941
relu,32,0.7962,0.5972159,0.721319872,0.780560218,64,5,64,3,128,5,100,100,0.001,0.95,adam,0,0.4913,1.44298,0.5387,1.2752132,0.6112,1.0925394,0.5926,1.1711593,0.594,1.1965371,0.6318,1.0196054,0.6372,1.0384189,0.6158,1.1017984,0.7166,0.8150124,0.6953,0.8698158,0.645,1.0115368,0.7141,0.8141188,0.7038,0.8523588,0.6425,1.0560828,0.7271,0.77624893,0.7426,0.73652893,0.7082,0.8449484,0.677,0.9177333,0.7549,0.7038876,0.7121,0.8183035,0.7206,0.80275536,0.7581,0.69112015,0.7376,0.7715207,0.7255,0.77763605,0.7321,0.7792657,0.7702,0.672233,0.7257,0.80515677,0.7324,0.77725965,0.7474,0.74514705,0.7627,0.68428916,0.7273,0.788186,0.7598,0.7071451,0.767,0.6775425,0.7743,0.66219753,0.7205,0.8229038,0.7666,0.6658073,0.7704,0.66480505,0.7644,0.6688022,0.7767,0.64574903,0.7672,0.6711467,0.7778,0.6382383,0.7884,0.6108264,0.7756,0.6495833,0.7722,0.6570698,0.7962,0.5972159,0.7521,0.7253023,0.7855,0.62101537,0.7867,0.6289739,0.7879,0.6146757,0.7712,0.6819216
relu,32,0.7979,0.5926791,0.748106068,0.713318957,64,4,96,5,128,4,100,125,0.0015,0.95,adam,0,0.4616,1.475503,0.5454,1.2554562,0.6183,1.077752,0.562,1.27965,0.687,0.89076847,0.6342,1.049995,0.7014,0.85079646,0.6628,0.9722559,0.6977,0.8521453,0.6771,0.9430574,0.715,0.8213074,0.742,0.72825706,0.7433,0.74202746,0.6633,0.9742892,0.6464,1.0651588,0.7615,0.6835053,0.7649,0.6895466,0.7636,0.68502784,0.7702,0.6631179,0.7777,0.6475968,0.7663,0.68124765,0.7631,0.7045534,0.7776,0.6508213,0.74,0.7608387,0.7813,0.64176613,0.7618,0.7013911,0.7805,0.64664865,0.7497,0.74157387,0.7765,0.6438797,0.7833,0.63782305,0.7817,0.6359652,0.7706,0.6804649,0.7687,0.6843998,0.7643,0.70365906,0.7454,0.7667216,0.7796,0.6494294,0.7383,0.8070938,0.7955,0.6053177,0.7863,0.63439363,0.7805,0.6626419,0.7908,0.6261193,0.7662,0.71444064,0.791,0.625756,0.7626,0.71299124,0.7904,0.62417614,0.7882,0.63507545,0.7758,0.67813164,0.7979,0.5926791,0.7789,0.65865153,0.7974,0.6007908
relu,32,0.7958,0.6025922,0.725763767,0.777142202,64,4,96,3,96,4,100,125,0.0015,0.99,adam,0,0.45,1.579883,0.5529,1.2308424,0.4446,1.6586875,0.6113,1.0803529,0.6725,0.92129475,0.6455,1.0067282,0.6931,0.88429374,0.7149,0.8228463,0.6189,1.0773631,0.6717,0.92536956,0.7107,0.83283085,0.7225,0.79116726,0.7203,0.8025576,0.7227,0.7925992,0.7012,0.8488312,0.7362,0.7536048,0.7237,0.78554404,0.6515,1.0171199,0.6649,0.95940554,0.6392,1.0645721,0.7387,0.7487246,0.7711,0.65743595,0.6808,0.9353469,0.7532,0.7118675,0.7537,0.71592337,0.7199,0.808274,0.7336,0.76277524,0.7097,0.85391194,0.757,0.69773966,0.7492,0.7212153,0.7437,0.75278866,0.757,0.7190466,0.7505,0.7158917,0.7223,0.8352929,0.7511,0.7248809,0.7455,0.7395717,0.6727,0.9810029,0.7571,0.71122605,0.7595,0.7145087,0.7618,0.69983214,0.7333,0.77752995,0.77,0.67996836,0.7499,0.76375914,0.762,0.70176536,0.7662,0.67909056,0.7311,0.78188425,0.7524,0.7198444,0.7848,0.6384594,0.7958,0.6025922,0.7638,0.6841774
relu,32,0.8101,0.5670033,0.753308605,0.709054299,96,4,128,5,128,5,100,100,0.003,0.95,adam,0,0.4147,1.6360298,0.5607,1.202224,0.5055,1.549567,0.6294,1.0463434,0.6418,1.0190896,0.6754,0.9154492,0.7078,0.84214324,0.6808,0.9221854,0.7254,0.78058696,0.6813,0.917882,0.6978,0.8787262,0.7456,0.7464454,0.7359,0.76682895,0.7342,0.75807726,0.7402,0.7576685,0.7348,0.80120194,0.7596,0.70892423,0.7583,0.705217,0.7744,0.6649786,0.7621,0.68921024,0.7701,0.6635537,0.7309,0.80145675,0.7684,0.6793248,0.7561,0.72626436,0.7592,0.7278724,0.7819,0.65278524,0.7458,0.76321447,0.786,0.6345762,0.7897,0.61900926,0.785,0.6374916,0.7713,0.6752347,0.7844,0.6394791,0.7599,0.713306,0.7903,0.6214766,0.7908,0.6203205,0.7954,0.608804,0.794,0.6114153,0.7677,0.7094656,0.8002,0.5811294,0.7905,0.62569463,0.7974,0.6099767,0.7911,0.6256769,0.7813,0.66757536,0.7981,0.59906423,0.8062,0.5834799,0.8037,0.58012766,0.7912,0.6206965,0.7986,0.6047704,0.8101,0.5670033,0.808,0.5838771
relu,64,0.7958,0.59691125,0.746717963,0.712817977,64,5,96,4,128,4,125,125,0.0015,0.99,adam,0,0.4189,1.6635134,0.4829,1.4786072,0.614,1.0875419,0.606,1.0859344,0.6334,1.028004,0.6341,1.0438159,0.5935,1.1547436,0.6604,0.9589807,0.7134,0.80694413,0.6971,0.85155725,0.7117,0.8327989,0.693,0.8642482,0.7025,0.86458576,0.7296,0.76999736,0.7158,0.81249124,0.723,0.79585487,0.6214,1.1065973,0.6719,0.9634627,0.7408,0.74460703,0.7291,0.7808951,0.7171,0.81634444,0.76,0.6842215,0.748,0.7257424,0.7427,0.75066614,0.741,0.7468554,0.747,0.73593795,0.7141,0.83645666,0.7812,0.62970644,0.7432,0.7586944,0.7625,0.68721545,0.6581,1.0474398,0.7504,0.7193962,0.757,0.71018153,0.7689,0.6736582,0.7833,0.632692,0.7879,0.6179356,0.7715,0.662298,0.7867,0.6205915,0.7895,0.6159302,0.7592,0.7044379,0.7948,0.6002061,0.7667,0.70164406,0.7732,0.66717947,0.7791,0.65438575,0.7665,0.6954909,0.7801,0.6437366,0.7901,0.6288362,0.7958,0.59691125,0.7901,0.6308091,0.7913,0.6105734
relu,32,0.7989,0.5818217,0.739344473,0.735140951,96,4,128,3,96,4,100,100,0.001,0.95,adam,0,0.502,1.4021686,0.539,1.2671692,0.6183,1.0646075,0.6112,1.1019373,0.666,0.960394,0.6904,0.87664473,0.6906,0.8875777,0.6655,0.9378037,0.6632,0.9764957,0.6898,0.8822119,0.7017,0.8731084,0.7206,0.78563213,0.72,0.80589837,0.7493,0.70874065,0.7207,0.80058116,0.7303,0.774404,0.7543,0.7075645,0.707,0.8534457,0.7582,0.6999387,0.7439,0.737892,0.6546,1.0108324,0.7085,0.85988927,0.7519,0.7272376,0.7542,0.7106484,0.7902,0.62085027,0.7455,0.7490163,0.7502,0.74115384,0.7667,0.67871106,0.7586,0.70532644,0.7483,0.72148067,0.761,0.6890449,0.7903,0.6140116,0.7666,0.6898512,0.7979,0.58238894,0.7307,0.79486096,0.7615,0.7017359,0.7875,0.61292845,0.7698,0.67789423,0.7798,0.63810354,0.7963,0.58850205,0.7875,0.6303667,0.7945,0.59610903,0.796,0.59814036,0.7811,0.63208765,0.8,0.58319116,0.7769,0.6552406,0.7767,0.65136915,0.7985,0.59286493,0.7989,0.5818217,0.7895,0.62556887
relu,64,0.7937,0.59840107,0.73630116,0.743864658,64,5,96,3,96,5,125,100,0.001,0.99,adam,0,0.3424,1.9049085,0.5244,1.3411047,0.5508,1.2549185,0.553,1.2385547,0.6016,1.1423535,0.6311,1.0217975,0.6933,0.90565383,0.6889,0.911736,0.7131,0.82654023,0.6772,0.9143222,0.714,0.8203148,0.6732,0.94080174,0.7376,0.76244617,0.7221,0.79231346,0.7107,0.7979797,0.5986,1.1745936,0.7565,0.70774287,0.7347,0.7685388,0.7586,0.68435925,0.742,0.74219805,0.736,0.76295173,0.7166,0.81382996,0.767,0.67129284,0.7185,0.8010315,0.7403,0.7373793,0.6151,1.1755035,0.7677,0.66898423,0.727,0.8129716,0.7764,0.63887674,0.7738,0.6484089,0.7196,0.8179259,0.6794,0.93859744,0.6891,0.9223318,0.7445,0.73577464,0.607,1.2616297,0.7852,0.6273742,0.7539,0.7137988,0.7818,0.63739353,0.7804,0.64079195,0.7357,0.76539284,0.7675,0.66724765,0.6229,1.1868931,0.7792,0.63051724,0.7881,0.6039583,0.7411,0.7423825,0.7184,0.83833104,0.7937,0.59840107,0.7938,0.60072666,0.7137,0.8875056,0.7889,0.59997606
relu,64,0.8193,0.5309231,0.768301426,0.657417962,96,5,128,5,96,5,100,100,0.002,0.9,adam,0,0.4346,1.5547488,0.5389,1.2744676,0.5626,1.176717,0.5768,1.2428697,0.5764,1.1994504,0.6403,1.0413393,0.696,0.86203974,0.7089,0.82965153,0.6416,1.0483968,0.7241,0.7875988,0.7509,0.71686673,0.74,0.7456788,0.7404,0.75268555,0.7769,0.64169073,0.7482,0.74319327,0.7634,0.6722581,0.7781,0.6364261,0.7808,0.63561094,0.7899,0.6091583,0.7614,0.6942206,0.7566,0.6983599,0.7739,0.6540338,0.7816,0.6367229,0.7427,0.7435873,0.7842,0.6332477,0.7772,0.6491368,0.7759,0.65198684,0.7818,0.627009,0.7368,0.79770255,0.7913,0.61314756,0.7833,0.6281458,0.6743,1.0126834,0.7253,0.8494044,0.7939,0.60928464,0.7945,0.6032194,0.7919,0.6063177,0.7559,0.74028534,0.7316,0.81763643,0.7967,0.61100703,0.8084,0.559556,0.8055,0.56719345,0.7779,0.6545355,0.8085,0.5729042,0.7711,0.6838044,0.7844,0.6403579,0.7896,0.60765415,0.7158,0.89287937,0.81,0.5537528,0.8193,0.5309231,0.7766,0.658755
relu,64,0.8051,0.5681503,0.766646167,0.658259903,64,5,128,5,128,5,125,100,0.002,0.9,adam,0,0.3714,1.8330283,0.495,1.4810061,0.5841,1.1505481,0.5393,1.3411814,0.653,0.97903436,0.6297,1.0979584,0.6331,1.049817,0.6798,0.9095747,0.7097,0.8331542,0.646,1.0148853,0.6916,0.88749206,0.7192,0.8163062,0.7075,0.823425,0.7424,0.74843067,0.7457,0.7285702,0.7286,0.7711739,0.7174,0.8352857,0.7805,0.6353184,0.7525,0.71507895,0.7391,0.7490652,0.6542,1.0607325,0.7806,0.6350965,0.7692,0.6715524,0.7374,0.7646991,0.752,0.7228908,0.7656,0.6930149,0.7862,0.6191424,0.8052,0.5697522,0.7587,0.7165134,0.7541,0.72748405,0.7834,0.62323874,0.7985,0.58344084,0.7443,0.76108634,0.6151,1.2961189,0.7818,0.6325326,0.7911,0.6148668,0.7581,0.70803773,0.7887,0.6181218,0.7695,0.6824099,0.7747,0.66931415,0.7919,0.61256,0.7969,0.59717137,0.7844,0.6321488,0.7801,0.6522645,0.7999,0.5873609,0.7555,0.74798924,0.7961,0.6019923,0.7637,0.7075186,0.7831,0.6208625,0.8051,0.5681503
relu,32,0.7926,0.61566293,0.725325603,0.777896507,96,4,64,4,128,4,100,125,0.002,0.99,adam,0,0.4409,1.5561783,0.4316,1.7410898,0.5554,1.2489904,0.6342,1.0204283,0.645,1.0076226,0.5879,1.1790192,0.7063,0.8381641,0.7162,0.81997186,0.7265,0.77704734,0.6972,0.85007304,0.7282,0.7712989,0.7388,0.74260616,0.7289,0.78657407,0.7359,0.754373,0.724,0.82659346,0.743,0.74015075,0.7242,0.7908212,0.7499,0.722505,0.7483,0.7189686,0.7351,0.7757389,0.7507,0.72822297,0.7681,0.67671216,0.7376,0.76234806,0.74,0.7499674,0.7505,0.71890837,0.7619,0.69393826,0.7699,0.6807617,0.7452,0.7441797,0.7258,0.7936493,0.778,0.6469205,0.7629,0.6963091,0.7804,0.6370937,0.7843,0.63474524,0.7588,0.7145282,0.7621,0.70308495,0.7558,0.7045321,0.7737,0.6685231,0.7406,0.7722774,0.741,0.7669652,0.747,0.75903225,0.763,0.70201105,0.7833,0.641315,0.7888,0.62169194,0.7818,0.65116376,0.7639,0.6987339,0.7685,0.6845208,0.7926,0.61566293,0.7863,0.6302571,0.7539,0.7369512,0.7847,0.6308556
relu,64,0.7865,0.6163739,0.731470784,0.753518732,64,5,64,5,96,5,125,125,0.0015,0.95,adam,0,0.4721,1.4361291,0.507,1.3553098,0.581,1.1615548,0.6399,1.0230157,0.6677,0.94056296,0.5584,1.2772317,0.5769,1.2433761,0.6961,0.85732615,0.6669,0.95246154,0.6998,0.8555338,0.6017,1.1526326,0.7147,0.81969553,0.726,0.7802763,0.7272,0.79259706,0.7287,0.7860806,0.6638,0.97379833,0.7615,0.6952079,0.7581,0.69008374,0.7434,0.73756814,0.7685,0.6664322,0.6888,0.91076833,0.7394,0.75488645,0.6745,0.9584214,0.7186,0.8000284,0.7749,0.657437,0.76,0.68494934,0.7788,0.6376183,0.7536,0.70631963,0.7551,0.7026131,0.7686,0.6691453,0.7235,0.83005935,0.7709,0.6507178,0.7724,0.66517,0.7658,0.6753455,0.7646,0.6762105,0.6934,0.9153129,0.7257,0.82970107,0.7702,0.6656216,0.7819,0.62221515,0.7711,0.6731667,0.7261,0.801061,0.7627,0.697618,0.7683,0.668783,0.7884,0.6179139,0.7849,0.6312022,0.7457,0.7384832,0.779,0.64012736,0.7841,0.6261407,0.7688,0.6766471,0.7865,0.6163739
relu,64,0.7808,0.62297964,0.724342872,0.779229466,64,5,96,3,128,5,100,100,0.001,0.9,adam,0,0.5017,1.386308,0.5009,1.3763303,0.4746,1.5162845,0.52,1.3632011,0.6514,0.9678086,0.6569,0.96971995,0.5336,1.3615127,0.4616,1.7775851,0.6587,0.97605175,0.6422,1.0212023,0.6919,0.8692255,0.6657,0.9846358,0.6615,0.9854581,0.6997,0.8655281,0.6284,1.1105447,0.7271,0.7857873,0.6956,0.8961261,0.7485,0.72022104,0.7096,0.84332323,0.6777,0.94820195,0.7138,0.8166003,0.6432,1.0817161,0.7571,0.69174075,0.76,0.6820397,0.7304,0.77364284,0.6982,0.8936827,0.7732,0.6622473,0.6748,1.0018611,0.7519,0.72491616,0.7241,0.7932638,0.7379,0.77206886,0.7654,0.6717266,0.6882,0.93648654,0.7732,0.64911216,0.7808,0.62297964,0.7499,0.73468393,0.7543,0.70695955,0.7711,0.65450865,0.6667,1.0511749,0.7273,0.79394233,0.7404,0.7676196,0.7668,0.6701809,0.719,0.846272,0.7705,0.6661133,0.7706,0.666667,0.749,0.74506575,0.7799,0.6411966,0.7654,0.6813971,0.762,0.69375813,0.7632,0.69037163
relu,32,0.8062,0.5631758,0.75046718,0.698771352,96,4,96,5,96,4,100,100,0.001,0.95,adam,0,0.4936,1.4157372,0.5142,1.4164532,0.5854,1.1246039,0.5928,1.1687807,0.6688,0.94357765,0.6757,0.91299236,0.6722,0.929429,0.7162,0.8128481,0.7176,0.82604563,0.699,0.8449822,0.7401,0.7476574,0.5936,1.3283751,0.7514,0.712857,0.7466,0.7283754,0.7647,0.6727224,0.7644,0.6797404,0.6919,0.8985659,0.758,0.70302236,0.7801,0.6402676,0.7361,0.75295645,0.7315,0.78908,0.7443,0.73294103,0.7866,0.61444,0.7773,0.6385308,0.738,0.7756307,0.7643,0.68519574,0.7739,0.6567095,0.787,0.6281997,0.7956,0.596295,0.8018,0.57257986,0.7845,0.6322011,0.77,0.67006433,0.791,0.60535234,0.7776,0.62981784,0.7719,0.6752882,0.7987,0.59467185,0.7901,0.6124549,0.7824,0.63807815,0.7917,0.61395293,0.7982,0.592461,0.7844,0.6358552,0.7292,0.84956115,0.7719,0.67447704,0.7962,0.59999543,0.7979,0.59673595,0.793,0.6178307,0.7944,0.608435,0.8062,0.5631758,0.797,0.6008721,0.8026,0.5879129
relu,32,0.7787,0.64228,0.707757583,0.821504625,64,5,128,3,96,4,100,100,0.0015,0.9,adam,0,0.4815,1.4131899,0.5143,1.3635424,0.579,1.1760043,0.3176,2.625382,0.6762,0.93951327,0.6225,1.0745441,0.6432,0.99370056,0.6466,1.0061527,0.4023,2.0370708,0.7131,0.81586725,0.651,0.9783567,0.6162,1.1250768,0.6381,1.0287467,0.7189,0.8138579,0.6952,0.88421845,0.7208,0.79981005,0.6893,0.87010545,0.7177,0.8035249,0.7525,0.7116926,0.7052,0.8450484,0.7465,0.7319558,0.7364,0.75443304,0.7564,0.70654356,0.7105,0.8362927,0.7382,0.75262314,0.735,0.7578247,0.761,0.69734544,0.7181,0.8246583,0.7583,0.69283414,0.7579,0.7010977,0.7348,0.7540208,0.7566,0.7099449,0.778,0.64511347,0.764,0.6879985,0.7787,0.64228,0.7622,0.6922991,0.7382,0.7764963,0.7551,0.7447012,0.7662,0.68960047,0.7594,0.68890554,0.775,0.65733135,0.7397,0.7724443,0.7742,0.6587869,0.7756,0.6611778,0.7422,0.7643925,0.7555,0.7156541,0.7068,0.8783086,0.7672,0.677444,0.7611,0.6933373,0.7863,0.6428117
relu,32,0.7842,0.6314936,0.724230062,0.780361063,64,5,128,3,96,5,100,100,0.002,0.99,adam,0,0.4895,1.4493976,0.5356,1.3409308,0.5109,1.3996915,0.5721,1.2099234,0.6479,0.9973497,0.6756,0.91844606,0.5891,1.1714246,0.7002,0.8528462,0.7179,0.8011377,0.6787,0.9238909,0.7281,0.7820104,0.6889,0.902015,0.6177,1.1328305,0.6386,1.0362695,0.7261,0.77553284,0.7005,0.8661965,0.6421,1.0445236,0.7449,0.7348783,0.6743,0.96249294,0.6669,0.98128945,0.7258,0.79185027,0.7334,0.7655148,0.7118,0.8246908,0.7415,0.75703144,0.706,0.8517665,0.7458,0.73781866,0.7498,0.72350943,0.7462,0.7450295,0.711,0.83436894,0.7487,0.7274502,0.7781,0.64110255,0.714,0.8345501,0.7308,0.7764222,0.7568,0.71231824,0.7545,0.7257752,0.7667,0.66621864,0.7563,0.7082717,0.7696,0.6647818,0.7244,0.8276857,0.7728,0.67281455,0.7545,0.7232958,0.7486,0.7557126,0.7788,0.63469404,0.755,0.7203794,0.7465,0.7283839,0.7662,0.6809114,0.7796,0.64683515,0.7608,0.69644904,0.7842,0.6314936,0.7434,0.7564954
